gene,MHC_gene,instrument_chr,nSNP_primary,method_primary,OR_primary,OR_lo_primary,OR_hi_primary,p_primary,FDR_primary,nSNP_noMHC,method_noMHC,OR_noMHC,OR_lo_noMHC,OR_hi_noMHC,p_noMHC,FDR_noMHC,estimate_unchanged,verdict,direction_consistent
TGS1,FALSE,8,1,Wald ratio,1.125,0.758,1.669,0.56,0.892,1,Wald ratio,1.125,0.758,1.669,0.56,0.892,TRUE,ns in both,TRUE
TMEM33,FALSE,4,1,Wald ratio,0.928,0.721,1.194,0.56,0.892,1,Wald ratio,0.928,0.721,1.194,0.56,0.892,TRUE,ns in both,TRUE
GPI,FALSE,19,2,Inverse variance weighted,0.944,0.774,1.151,0.568,0.892,2,Inverse variance weighted,0.944,0.774,1.151,0.568,0.892,TRUE,ns in both,TRUE
TRAF3,FALSE,14,2,Inverse variance weighted,1.048,0.892,1.231,0.568,0.892,2,Inverse variance weighted,1.048,0.892,1.231,0.568,0.892,TRUE,ns in both,TRUE
CENPT,FALSE,16,1,Wald ratio,0.935,0.741,1.179,0.57,0.892,1,Wald ratio,0.935,0.741,1.179,0.57,0.892,TRUE,ns in both,TRUE
HAUS5,FALSE,19,1,Wald ratio,1.095,0.801,1.498,0.57,0.892,1,Wald ratio,1.095,0.801,1.498,0.57,0.892,TRUE,ns in both,TRUE
NAA35,FALSE,9,1,Wald ratio,0.971,0.877,1.075,0.57,0.892,1,Wald ratio,0.971,0.877,1.075,0.57,0.892,TRUE,ns in both,TRUE
POLR2L,FALSE,11,1,Wald ratio,1.145,0.718,1.826,0.57,0.892,1,Wald ratio,1.145,0.718,1.826,0.57,0.892,TRUE,ns in both,TRUE
RABGGTA,FALSE,14,1,Wald ratio,0.955,0.815,1.119,0.57,0.892,1,Wald ratio,0.955,0.815,1.119,0.57,0.892,TRUE,ns in both,TRUE
RNFT1,FALSE,17,1,Wald ratio,1.055,0.878,1.267,0.57,0.892,1,Wald ratio,1.055,0.878,1.267,0.57,0.892,TRUE,ns in both,TRUE
ST3GAL6,FALSE,3,2,Inverse variance weighted,0.969,0.87,1.079,0.57,0.892,2,Inverse variance weighted,0.969,0.87,1.079,0.57,0.892,TRUE,ns in both,TRUE
UTP20,FALSE,12,1,Wald ratio,1.088,0.813,1.456,0.57,0.892,1,Wald ratio,1.088,0.813,1.456,0.57,0.892,TRUE,ns in both,TRUE
VGLL4,FALSE,3,1,Wald ratio,0.92,0.689,1.228,0.57,0.892,1,Wald ratio,0.92,0.689,1.228,0.57,0.892,TRUE,ns in both,TRUE
ZNF335,FALSE,20,1,Wald ratio,1.149,0.712,1.854,0.57,0.892,1,Wald ratio,1.149,0.712,1.854,0.57,0.892,TRUE,ns in both,TRUE
RHOT1,FALSE,17,2,Inverse variance weighted,1.018,0.956,1.084,0.572,0.892,2,Inverse variance weighted,1.018,0.956,1.084,0.572,0.892,TRUE,ns in both,TRUE
GPR160,FALSE,3,3,Inverse variance weighted,0.978,0.904,1.058,0.577,0.892,3,Inverse variance weighted,0.978,0.904,1.058,0.577,0.892,TRUE,ns in both,TRUE
SEMA3C,FALSE,7,2,Inverse variance weighted,0.933,0.732,1.189,0.577,0.892,2,Inverse variance weighted,0.933,0.732,1.189,0.577,0.892,TRUE,ns in both,TRUE
SLFN5,FALSE,17,2,Inverse variance weighted,0.974,0.89,1.067,0.577,0.892,2,Inverse variance weighted,0.974,0.89,1.067,0.577,0.892,TRUE,ns in both,TRUE
ATP11A,FALSE,13,2,Inverse variance weighted,1.111,0.766,1.613,0.578,0.892,2,Inverse variance weighted,1.111,0.766,1.613,0.578,0.892,TRUE,ns in both,TRUE
CD37,FALSE,19,2,Inverse variance weighted,1.018,0.955,1.086,0.578,0.892,2,Inverse variance weighted,1.018,0.955,1.086,0.578,0.892,TRUE,ns in both,TRUE
MCM6,FALSE,2,2,Inverse variance weighted,0.983,0.925,1.044,0.578,0.892,2,Inverse variance weighted,0.983,0.925,1.044,0.578,0.892,TRUE,ns in both,TRUE
TPK1,FALSE,7,2,Inverse variance weighted,0.973,0.882,1.073,0.579,0.892,2,Inverse variance weighted,0.973,0.882,1.073,0.579,0.892,TRUE,ns in both,TRUE
ATP8B1,FALSE,18,1,Wald ratio,1.099,0.786,1.538,0.58,0.892,1,Wald ratio,1.099,0.786,1.538,0.58,0.892,TRUE,ns in both,TRUE
COPS6,FALSE,7,1,Wald ratio,0.975,0.892,1.066,0.58,0.892,1,Wald ratio,0.975,0.892,1.066,0.58,0.892,TRUE,ns in both,TRUE
FAM200B,FALSE,4,1,Wald ratio,0.938,0.749,1.175,0.58,0.892,1,Wald ratio,0.938,0.749,1.175,0.58,0.892,TRUE,ns in both,TRUE
LATS2,FALSE,13,1,Wald ratio,1.092,0.8,1.49,0.58,0.892,1,Wald ratio,1.092,0.8,1.49,0.58,0.892,TRUE,ns in both,TRUE
MED29,FALSE,19,1,Wald ratio,0.972,0.879,1.075,0.58,0.892,1,Wald ratio,0.972,0.879,1.075,0.58,0.892,TRUE,ns in both,TRUE
PLOD3,FALSE,7,1,Wald ratio,1.113,0.762,1.624,0.58,0.892,1,Wald ratio,1.113,0.762,1.624,0.58,0.892,TRUE,ns in both,TRUE
PNPO,FALSE,17,1,Wald ratio,1.021,0.948,1.1,0.58,0.892,1,Wald ratio,1.021,0.948,1.1,0.58,0.892,TRUE,ns in both,TRUE
POLE,FALSE,12,1,Wald ratio,1.14,0.717,1.81,0.58,0.892,1,Wald ratio,1.14,0.717,1.81,0.58,0.892,TRUE,ns in both,TRUE
SAP30,FALSE,4,1,Wald ratio,1.06,0.862,1.304,0.58,0.892,1,Wald ratio,1.06,0.862,1.304,0.58,0.892,TRUE,ns in both,TRUE
SNRNP40,FALSE,1,1,Wald ratio,1.044,0.897,1.215,0.58,0.892,1,Wald ratio,1.044,0.897,1.215,0.58,0.892,TRUE,ns in both,TRUE
TMEM104,FALSE,17,1,Wald ratio,0.898,0.614,1.314,0.58,0.892,1,Wald ratio,0.898,0.614,1.314,0.58,0.892,TRUE,ns in both,TRUE
ARHGEF7,FALSE,13,3,Inverse variance weighted,1.073,0.836,1.377,0.582,0.892,3,Inverse variance weighted,1.073,0.836,1.377,0.582,0.892,TRUE,ns in both,TRUE
JAG1,FALSE,20,2,Inverse variance weighted,0.845,0.464,1.539,0.582,0.892,2,Inverse variance weighted,0.845,0.464,1.539,0.582,0.892,TRUE,ns in both,TRUE
APRT,FALSE,16,2,Inverse variance weighted,1.05,0.881,1.251,0.585,0.892,2,Inverse variance weighted,1.05,0.881,1.251,0.585,0.892,TRUE,ns in both,TRUE
EIF4E3,FALSE,3,4,Inverse variance weighted,0.983,0.925,1.045,0.586,0.892,4,Inverse variance weighted,0.983,0.925,1.045,0.586,0.892,TRUE,ns in both,TRUE
SECISBP2,FALSE,9,3,Inverse variance weighted,0.978,0.901,1.061,0.588,0.892,3,Inverse variance weighted,0.978,0.901,1.061,0.588,0.892,TRUE,ns in both,TRUE
TMEM144,FALSE,4,4,Inverse variance weighted,0.982,0.92,1.048,0.588,0.892,4,Inverse variance weighted,0.982,0.92,1.048,0.588,0.892,TRUE,ns in both,TRUE
DNHD1,FALSE,11,2,Inverse variance weighted,0.961,0.832,1.11,0.589,0.892,2,Inverse variance weighted,0.961,0.832,1.11,0.589,0.892,TRUE,ns in both,TRUE
FTO,FALSE,16,2,Inverse variance weighted,1.1,0.779,1.553,0.589,0.892,2,Inverse variance weighted,1.1,0.779,1.553,0.589,0.892,TRUE,ns in both,TRUE
ABCC10,FALSE,6,1,Wald ratio,1.076,0.823,1.407,0.59,0.892,1,Wald ratio,1.076,0.823,1.407,0.59,0.892,TRUE,ns in both,TRUE
B3GAT3,FALSE,11,1,Wald ratio,0.909,0.644,1.285,0.59,0.892,1,Wald ratio,0.909,0.644,1.285,0.59,0.892,TRUE,ns in both,TRUE
BCS1L,FALSE,2,1,Wald ratio,0.968,0.859,1.09,0.59,0.892,1,Wald ratio,0.968,0.859,1.09,0.59,0.892,TRUE,ns in both,TRUE
COQ2,FALSE,4,1,Wald ratio,0.973,0.88,1.075,0.59,0.892,1,Wald ratio,0.973,0.88,1.075,0.59,0.892,TRUE,ns in both,TRUE
CSNK2A2,FALSE,16,1,Wald ratio,0.951,0.793,1.141,0.59,0.892,1,Wald ratio,0.951,0.793,1.141,0.59,0.892,TRUE,ns in both,TRUE
MFAP3,FALSE,5,1,Wald ratio,1.075,0.827,1.397,0.59,0.892,1,Wald ratio,1.075,0.827,1.397,0.59,0.892,TRUE,ns in both,TRUE
PDK2,FALSE,17,1,Wald ratio,1.045,0.889,1.229,0.59,0.892,1,Wald ratio,1.045,0.889,1.229,0.59,0.892,TRUE,ns in both,TRUE
RC3H1,FALSE,1,1,Wald ratio,1.132,0.721,1.775,0.59,0.892,1,Wald ratio,1.132,0.721,1.775,0.59,0.892,TRUE,ns in both,TRUE
SYNJ1,FALSE,21,1,Wald ratio,1.071,0.834,1.375,0.59,0.892,1,Wald ratio,1.071,0.834,1.375,0.59,0.892,TRUE,ns in both,TRUE
TATDN2,FALSE,3,1,Wald ratio,1.222,0.589,2.538,0.59,0.892,1,Wald ratio,1.222,0.589,2.538,0.59,0.892,TRUE,ns in both,TRUE
TM7SF2,FALSE,11,1,Wald ratio,1.051,0.876,1.262,0.59,0.892,1,Wald ratio,1.051,0.876,1.262,0.59,0.892,TRUE,ns in both,TRUE
ZC3HAV1,FALSE,7,1,Wald ratio,1.061,0.855,1.317,0.59,0.892,1,Wald ratio,1.061,0.855,1.317,0.59,0.892,TRUE,ns in both,TRUE
ZKSCAN4,TRUE,6,1,Wald ratio,1.023,0.941,1.114,0.59,0.892,,,,,,,,FALSE,ns in both,
GAPT,FALSE,5,2,Inverse variance weighted,1.01,0.973,1.049,0.592,0.892,2,Inverse variance weighted,1.01,0.973,1.049,0.592,0.892,TRUE,ns in both,TRUE
SEC13,FALSE,3,2,Inverse variance weighted,0.972,0.876,1.079,0.592,0.892,2,Inverse variance weighted,0.972,0.876,1.079,0.592,0.892,TRUE,ns in both,TRUE
NFATC3,FALSE,16,2,Inverse variance weighted,0.972,0.876,1.079,0.594,0.892,2,Inverse variance weighted,0.972,0.876,1.079,0.594,0.892,TRUE,ns in both,TRUE
BCAT1,FALSE,12,3,Inverse variance weighted,1.01,0.974,1.047,0.595,0.892,3,Inverse variance weighted,1.01,0.974,1.047,0.595,0.892,TRUE,ns in both,TRUE
EML3,FALSE,11,3,Inverse variance weighted,0.983,0.924,1.047,0.596,0.892,3,Inverse variance weighted,0.983,0.924,1.047,0.596,0.892,TRUE,ns in both,TRUE
USP40,FALSE,2,2,Inverse variance weighted,0.985,0.933,1.041,0.596,0.892,2,Inverse variance weighted,0.985,0.933,1.041,0.596,0.892,TRUE,ns in both,TRUE
BYSL,FALSE,6,3,Inverse variance weighted,1.034,0.914,1.169,0.598,0.892,3,Inverse variance weighted,1.034,0.914,1.169,0.598,0.892,TRUE,ns in both,TRUE
CPD,FALSE,17,3,Inverse variance weighted,0.975,0.886,1.072,0.598,0.892,3,Inverse variance weighted,0.975,0.886,1.072,0.598,0.892,TRUE,ns in both,TRUE
AP3D1,FALSE,19,1,Wald ratio,0.942,0.754,1.177,0.6,0.892,1,Wald ratio,0.942,0.754,1.177,0.6,0.892,TRUE,ns in both,TRUE
CLEC12B,FALSE,12,1,Wald ratio,0.885,0.56,1.398,0.6,0.892,1,Wald ratio,0.885,0.56,1.398,0.6,0.892,TRUE,ns in both,TRUE
DYNLT1,FALSE,6,1,Wald ratio,1.113,0.745,1.664,0.6,0.892,1,Wald ratio,1.113,0.745,1.664,0.6,0.892,TRUE,ns in both,TRUE
FUBP1,FALSE,1,1,Wald ratio,0.873,0.527,1.448,0.6,0.892,1,Wald ratio,0.873,0.527,1.448,0.6,0.892,TRUE,ns in both,TRUE
RASGRP2,FALSE,11,1,Wald ratio,0.869,0.513,1.47,0.6,0.892,1,Wald ratio,0.869,0.513,1.47,0.6,0.892,TRUE,ns in both,TRUE
RB1,FALSE,13,1,Wald ratio,1.042,0.893,1.217,0.6,0.892,1,Wald ratio,1.042,0.893,1.217,0.6,0.892,TRUE,ns in both,TRUE
VPS4A,FALSE,16,1,Wald ratio,1.073,0.826,1.393,0.6,0.892,1,Wald ratio,1.073,0.826,1.393,0.6,0.892,TRUE,ns in both,TRUE
SLC7A1,FALSE,13,2,Inverse variance weighted,1.03,0.922,1.151,0.603,0.892,2,Inverse variance weighted,1.03,0.922,1.151,0.603,0.892,TRUE,ns in both,TRUE
TUBGCP6,FALSE,22,2,Inverse variance weighted,0.889,0.569,1.388,0.604,0.892,2,Inverse variance weighted,0.889,0.569,1.388,0.604,0.892,TRUE,ns in both,TRUE
SURF2,FALSE,9,2,Inverse variance weighted,0.841,0.436,1.621,0.605,0.892,2,Inverse variance weighted,0.841,0.436,1.621,0.605,0.892,TRUE,ns in both,TRUE
ZNF142,FALSE,2,2,Inverse variance weighted,0.973,0.875,1.081,0.606,0.892,2,Inverse variance weighted,0.973,0.875,1.081,0.606,0.892,TRUE,ns in both,TRUE
ABHD15,FALSE,17,5,Inverse variance weighted,0.976,0.888,1.072,0.607,0.892,5,Inverse variance weighted,0.976,0.888,1.072,0.607,0.892,TRUE,ns in both,TRUE
CAD,FALSE,2,2,Inverse variance weighted,1.107,0.751,1.633,0.607,0.892,2,Inverse variance weighted,1.107,0.751,1.633,0.607,0.892,TRUE,ns in both,TRUE
TBC1D9B,FALSE,5,4,Inverse variance weighted,0.982,0.915,1.053,0.607,0.892,4,Inverse variance weighted,0.982,0.915,1.053,0.607,0.892,TRUE,ns in both,TRUE
MEF2A,FALSE,15,2,Inverse variance weighted,0.927,0.695,1.237,0.608,0.892,2,Inverse variance weighted,0.927,0.695,1.237,0.608,0.892,TRUE,ns in both,TRUE
TCF25,FALSE,16,2,Inverse variance weighted,0.933,0.716,1.216,0.608,0.892,2,Inverse variance weighted,0.933,0.716,1.216,0.608,0.892,TRUE,ns in both,TRUE
CENPW,FALSE,6,1,Wald ratio,1.087,0.789,1.497,0.61,0.892,1,Wald ratio,1.087,0.789,1.497,0.61,0.892,TRUE,ns in both,TRUE
GMFB,FALSE,14,1,Wald ratio,1.063,0.842,1.342,0.61,0.892,1,Wald ratio,1.063,0.842,1.342,0.61,0.892,TRUE,ns in both,TRUE
HMOX2,FALSE,16,1,Wald ratio,0.944,0.756,1.179,0.61,0.892,1,Wald ratio,0.944,0.756,1.179,0.61,0.892,TRUE,ns in both,TRUE
MS4A4A,FALSE,11,1,Wald ratio,0.973,0.876,1.081,0.61,0.892,1,Wald ratio,0.973,0.876,1.081,0.61,0.892,TRUE,ns in both,TRUE
NOXA1,FALSE,9,1,Wald ratio,0.878,0.531,1.45,0.61,0.892,1,Wald ratio,0.878,0.531,1.45,0.61,0.892,TRUE,ns in both,TRUE
PITPNM2,FALSE,12,1,Wald ratio,1.108,0.747,1.644,0.61,0.892,1,Wald ratio,1.108,0.747,1.644,0.61,0.892,TRUE,ns in both,TRUE
RFTN1,FALSE,3,1,Wald ratio,0.963,0.834,1.112,0.61,0.892,1,Wald ratio,0.963,0.834,1.112,0.61,0.892,TRUE,ns in both,TRUE
RNF25,FALSE,2,1,Wald ratio,1.117,0.73,1.71,0.61,0.892,1,Wald ratio,1.117,0.73,1.71,0.61,0.892,TRUE,ns in both,TRUE
S1PR2,FALSE,19,1,Wald ratio,0.915,0.65,1.287,0.61,0.892,1,Wald ratio,0.915,0.65,1.287,0.61,0.892,TRUE,ns in both,TRUE
THADA,FALSE,2,2,Inverse variance weighted,0.869,0.506,1.491,0.61,0.892,2,Inverse variance weighted,0.869,0.506,1.491,0.61,0.892,TRUE,ns in both,TRUE
VPS11,FALSE,11,1,Wald ratio,1.152,0.669,1.986,0.61,0.892,1,Wald ratio,1.152,0.669,1.986,0.61,0.892,TRUE,ns in both,TRUE
YIF1A,FALSE,11,1,Wald ratio,0.964,0.837,1.11,0.61,0.892,1,Wald ratio,0.964,0.837,1.11,0.61,0.892,TRUE,ns in both,TRUE
BCR,FALSE,22,2,Inverse variance weighted,0.974,0.878,1.08,0.611,0.892,2,Inverse variance weighted,0.974,0.878,1.08,0.611,0.892,TRUE,ns in both,TRUE
FPGT,FALSE,1,2,Inverse variance weighted,0.977,0.895,1.068,0.613,0.892,2,Inverse variance weighted,0.977,0.895,1.068,0.613,0.892,TRUE,ns in both,TRUE
ACSL3,FALSE,2,2,Inverse variance weighted,1.037,0.899,1.197,0.615,0.892,2,Inverse variance weighted,1.037,0.899,1.197,0.615,0.892,TRUE,ns in both,TRUE
IKZF1,FALSE,7,3,Inverse variance weighted,0.978,0.894,1.069,0.619,0.892,3,Inverse variance weighted,0.978,0.894,1.069,0.619,0.892,TRUE,ns in both,TRUE
AGFG2,FALSE,7,1,Wald ratio,1.176,0.619,2.237,0.62,0.892,1,Wald ratio,1.176,0.619,2.237,0.62,0.892,TRUE,ns in both,TRUE
CCDC137,FALSE,17,1,Wald ratio,0.965,0.839,1.11,0.62,0.892,1,Wald ratio,0.965,0.839,1.11,0.62,0.892,TRUE,ns in both,TRUE
CHUK,FALSE,10,1,Wald ratio,1.135,0.689,1.869,0.62,0.892,1,Wald ratio,1.135,0.689,1.869,0.62,0.892,TRUE,ns in both,TRUE
GALNT7,FALSE,4,1,Wald ratio,0.921,0.665,1.275,0.62,0.892,1,Wald ratio,0.921,0.665,1.275,0.62,0.892,TRUE,ns in both,TRUE
IDH3B,FALSE,20,1,Wald ratio,0.961,0.821,1.125,0.62,0.892,1,Wald ratio,0.961,0.821,1.125,0.62,0.892,TRUE,ns in both,TRUE
KLC2,FALSE,11,1,Wald ratio,0.931,0.703,1.234,0.62,0.892,1,Wald ratio,0.931,0.703,1.234,0.62,0.892,TRUE,ns in both,TRUE
LPCAT4,FALSE,15,1,Wald ratio,0.931,0.703,1.234,0.62,0.892,1,Wald ratio,0.931,0.703,1.234,0.62,0.892,TRUE,ns in both,TRUE
MFNG,FALSE,22,2,Inverse variance weighted,1.07,0.818,1.4,0.62,0.892,2,Inverse variance weighted,1.07,0.818,1.4,0.62,0.892,TRUE,ns in both,TRUE
PPIL2,FALSE,22,1,Wald ratio,0.961,0.822,1.124,0.62,0.892,1,Wald ratio,0.961,0.822,1.124,0.62,0.892,TRUE,ns in both,TRUE
PRPF8,FALSE,17,1,Wald ratio,1.139,0.681,1.903,0.62,0.892,1,Wald ratio,1.139,0.681,1.903,0.62,0.892,TRUE,ns in both,TRUE
PRSS53,FALSE,16,1,Wald ratio,0.968,0.849,1.102,0.62,0.892,1,Wald ratio,0.968,0.849,1.102,0.62,0.892,TRUE,ns in both,TRUE
RNF43,FALSE,17,1,Wald ratio,1.075,0.808,1.428,0.62,0.892,1,Wald ratio,1.075,0.808,1.428,0.62,0.892,TRUE,ns in both,TRUE
SIRT3,FALSE,11,1,Wald ratio,1.033,0.909,1.174,0.62,0.892,1,Wald ratio,1.033,0.909,1.174,0.62,0.892,TRUE,ns in both,TRUE
SLC2A6,FALSE,9,1,Wald ratio,0.878,0.526,1.466,0.62,0.892,1,Wald ratio,0.878,0.526,1.466,0.62,0.892,TRUE,ns in both,TRUE
ZNF200,FALSE,16,1,Wald ratio,1.062,0.837,1.348,0.62,0.892,1,Wald ratio,1.062,0.837,1.348,0.62,0.892,TRUE,ns in both,TRUE
ACAD9,FALSE,3,5,Inverse variance weighted,0.949,0.771,1.168,0.621,0.892,5,Inverse variance weighted,0.949,0.771,1.168,0.621,0.892,TRUE,ns in both,TRUE
HDHD3,FALSE,9,2,Inverse variance weighted,0.989,0.947,1.033,0.621,0.892,2,Inverse variance weighted,0.989,0.947,1.033,0.621,0.892,TRUE,ns in both,TRUE
CARNS1,FALSE,11,3,Inverse variance weighted,0.942,0.744,1.193,0.622,0.892,3,Inverse variance weighted,0.942,0.744,1.193,0.622,0.892,TRUE,ns in both,TRUE
DEPDC5,FALSE,22,2,Inverse variance weighted,0.967,0.845,1.107,0.624,0.892,2,Inverse variance weighted,0.967,0.845,1.107,0.624,0.892,TRUE,ns in both,TRUE
INTS5,FALSE,11,3,Inverse variance weighted,0.987,0.939,1.039,0.624,0.892,3,Inverse variance weighted,0.987,0.939,1.039,0.624,0.892,TRUE,ns in both,TRUE
DEXI,FALSE,16,2,Inverse variance weighted,0.971,0.862,1.094,0.627,0.892,2,Inverse variance weighted,0.971,0.862,1.094,0.627,0.892,TRUE,ns in both,TRUE
ABHD12,FALSE,20,2,Inverse variance weighted,1.047,0.868,1.263,0.629,0.892,2,Inverse variance weighted,1.047,0.868,1.263,0.629,0.892,TRUE,ns in both,TRUE
AP1G2,FALSE,14,1,Wald ratio,1.021,0.939,1.109,0.63,0.892,1,Wald ratio,1.021,0.939,1.109,0.63,0.892,TRUE,ns in both,TRUE
CDK2AP2,FALSE,11,1,Wald ratio,1.162,0.631,2.14,0.63,0.892,1,Wald ratio,1.162,0.631,2.14,0.63,0.892,TRUE,ns in both,TRUE
CDKN2B,FALSE,9,1,Wald ratio,0.977,0.889,1.074,0.63,0.892,1,Wald ratio,0.977,0.889,1.074,0.63,0.892,TRUE,ns in both,TRUE
EME2,FALSE,16,1,Wald ratio,1.03,0.913,1.163,0.63,0.892,1,Wald ratio,1.03,0.913,1.163,0.63,0.892,TRUE,ns in both,TRUE
MDH2,FALSE,7,1,Wald ratio,1.403,0.354,5.564,0.63,0.892,1,Wald ratio,1.403,0.354,5.564,0.63,0.892,TRUE,ns in both,TRUE
PIP5K1B,FALSE,9,1,Wald ratio,1.097,0.752,1.6,0.63,0.892,1,Wald ratio,1.097,0.752,1.6,0.63,0.892,TRUE,ns in both,TRUE
STXBP3,FALSE,1,2,Inverse variance weighted,0.958,0.805,1.141,0.63,0.892,2,Inverse variance weighted,0.958,0.805,1.141,0.63,0.892,TRUE,ns in both,TRUE
STXBP5,FALSE,6,1,Wald ratio,0.945,0.751,1.19,0.63,0.892,1,Wald ratio,0.945,0.751,1.19,0.63,0.892,TRUE,ns in both,TRUE
THTPA,FALSE,14,1,Wald ratio,0.96,0.812,1.135,0.63,0.892,1,Wald ratio,0.96,0.812,1.135,0.63,0.892,TRUE,ns in both,TRUE
SGSM2,FALSE,17,2,Inverse variance weighted,1.057,0.844,1.322,0.631,0.892,2,Inverse variance weighted,1.057,0.844,1.322,0.631,0.892,TRUE,ns in both,TRUE
CDC16,FALSE,13,3,Inverse variance weighted,1.007,0.977,1.039,0.633,0.892,3,Inverse variance weighted,1.007,0.977,1.039,0.633,0.892,TRUE,ns in both,TRUE
GALT,FALSE,9,4,Inverse variance weighted,0.979,0.896,1.07,0.637,0.892,4,Inverse variance weighted,0.979,0.896,1.07,0.637,0.892,TRUE,ns in both,TRUE
TIMM22,FALSE,17,2,Inverse variance weighted,0.965,0.831,1.12,0.638,0.892,2,Inverse variance weighted,0.965,0.831,1.12,0.638,0.892,TRUE,ns in both,TRUE
TAF7,FALSE,5,2,Inverse variance weighted,1.022,0.933,1.121,0.639,0.892,2,Inverse variance weighted,1.022,0.933,1.121,0.639,0.892,TRUE,ns in both,TRUE
ALAD,FALSE,9,2,Inverse variance weighted,1.041,0.88,1.231,0.64,0.892,2,Inverse variance weighted,1.041,0.88,1.231,0.64,0.892,TRUE,ns in both,TRUE
APOL3,FALSE,22,1,Wald ratio,1.123,0.691,1.823,0.64,0.892,1,Wald ratio,1.123,0.691,1.823,0.64,0.892,TRUE,ns in both,TRUE
CAPZA1,FALSE,1,1,Wald ratio,0.902,0.584,1.392,0.64,0.892,1,Wald ratio,0.902,0.584,1.392,0.64,0.892,TRUE,ns in both,TRUE
CD3E,FALSE,11,1,Wald ratio,1.046,0.865,1.265,0.64,0.892,1,Wald ratio,1.046,0.865,1.265,0.64,0.892,TRUE,ns in both,TRUE
CLEC4D,FALSE,12,1,Wald ratio,0.99,0.947,1.034,0.64,0.892,1,Wald ratio,0.99,0.947,1.034,0.64,0.892,TRUE,ns in both,TRUE
DCUN1D1,FALSE,3,1,Wald ratio,1.086,0.768,1.535,0.64,0.892,1,Wald ratio,1.086,0.768,1.535,0.64,0.892,TRUE,ns in both,TRUE
EDC4,FALSE,16,1,Wald ratio,0.943,0.738,1.205,0.64,0.892,1,Wald ratio,0.943,0.738,1.205,0.64,0.892,TRUE,ns in both,TRUE
ENTPD5,FALSE,14,1,Wald ratio,1.045,0.87,1.255,0.64,0.892,1,Wald ratio,1.045,0.87,1.255,0.64,0.892,TRUE,ns in both,TRUE
LRRC45,FALSE,17,1,Wald ratio,1.028,0.916,1.154,0.64,0.892,1,Wald ratio,1.028,0.916,1.154,0.64,0.892,TRUE,ns in both,TRUE
SF3A2,FALSE,19,1,Wald ratio,1.059,0.832,1.349,0.64,0.892,1,Wald ratio,1.059,0.832,1.349,0.64,0.892,TRUE,ns in both,TRUE
SMAD4,FALSE,18,1,Wald ratio,1.041,0.879,1.233,0.64,0.892,1,Wald ratio,1.041,0.879,1.233,0.64,0.892,TRUE,ns in both,TRUE
USP7,FALSE,16,1,Wald ratio,1.105,0.728,1.676,0.64,0.892,1,Wald ratio,1.105,0.728,1.676,0.64,0.892,TRUE,ns in both,TRUE
UTP23,FALSE,8,1,Wald ratio,1.024,0.926,1.132,0.64,0.892,1,Wald ratio,1.024,0.926,1.132,0.64,0.892,TRUE,ns in both,TRUE
ZNF230,FALSE,19,1,Wald ratio,1.061,0.828,1.36,0.64,0.892,1,Wald ratio,1.061,0.828,1.36,0.64,0.892,TRUE,ns in both,TRUE
CLIP2,FALSE,7,2,Inverse variance weighted,0.952,0.774,1.171,0.641,0.892,2,Inverse variance weighted,0.952,0.774,1.171,0.641,0.892,TRUE,ns in both,TRUE
SMCHD1,FALSE,18,2,Inverse variance weighted,0.926,0.668,1.282,0.642,0.892,2,Inverse variance weighted,0.926,0.668,1.282,0.642,0.892,TRUE,ns in both,TRUE
FRMD4B,FALSE,3,2,Inverse variance weighted,1.031,0.905,1.176,0.644,0.892,2,Inverse variance weighted,1.031,0.905,1.176,0.644,0.892,TRUE,ns in both,TRUE
TRIM23,FALSE,5,2,Inverse variance weighted,0.961,0.811,1.139,0.646,0.892,2,Inverse variance weighted,0.961,0.811,1.139,0.646,0.892,TRUE,ns in both,TRUE
VAMP1,FALSE,12,4,Inverse variance weighted,1.012,0.963,1.064,0.646,0.892,4,Inverse variance weighted,1.012,0.963,1.064,0.646,0.892,TRUE,ns in both,TRUE
PDE4A,FALSE,19,2,Inverse variance weighted,0.904,0.587,1.393,0.648,0.892,2,Inverse variance weighted,0.904,0.587,1.393,0.648,0.892,TRUE,ns in both,TRUE
BTBD2,FALSE,19,1,Wald ratio,0.868,0.47,1.601,0.65,0.892,1,Wald ratio,0.868,0.47,1.601,0.65,0.892,TRUE,ns in both,TRUE
GALNT10,FALSE,5,1,Wald ratio,1.034,0.895,1.195,0.65,0.892,1,Wald ratio,1.034,0.895,1.195,0.65,0.892,TRUE,ns in both,TRUE
NISCH,FALSE,3,1,Wald ratio,0.917,0.63,1.334,0.65,0.892,1,Wald ratio,0.917,0.63,1.334,0.65,0.892,TRUE,ns in both,TRUE
PSMD2,FALSE,3,1,Wald ratio,0.866,0.466,1.611,0.65,0.892,1,Wald ratio,0.866,0.466,1.611,0.65,0.892,TRUE,ns in both,TRUE
RBM18,FALSE,9,1,Wald ratio,0.875,0.492,1.558,0.65,0.892,1,Wald ratio,0.875,0.492,1.558,0.65,0.892,TRUE,ns in both,TRUE
SARM1,FALSE,17,1,Wald ratio,1.029,0.91,1.164,0.65,0.892,1,Wald ratio,1.029,0.91,1.164,0.65,0.892,TRUE,ns in both,TRUE
TMCO4,FALSE,1,1,Wald ratio,0.952,0.771,1.177,0.65,0.892,1,Wald ratio,0.952,0.771,1.177,0.65,0.892,TRUE,ns in both,TRUE
