ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
MF,GO:0016887,ATP hydrolysis activity,87/2412,361/14323,0.240997229916898,1.43109590551398,3.73310371798283,0.000226620680860115,0.0186700576308602,0.0168268149270223,ABCA1/ABCA3/ABCC10/ABCC2/ABCF1/ABCF2/ABCF3/AFG3L2/AQR/ATAD3A/ATP10A/ATP11A/ATP11B/ATP13A1/ATP13A2/ATP1A1/ATP2A2/ATP2B1/ATP2B4/ATP8B1/ATP8B4/BCS1L/CARNS1/CCT5/CCT7/CHD1/CHD3/CHTF18/CLPX/DDX11/DDX19A/DDX24/DDX27/DDX31/DDX41/DDX42/DDX46/DDX51/DDX54/DDX55/DDX56/DHX30/DHX33/DHX37/DHX38/DHX40/DHX57/DHX9/DYNC1H1/EIF4A3/ENTPD1/ERCC2/ERCC3/HSP90AB1/INO80/KIF13B/KIF27/KIF3B/KIFC2/LONP1/MCM3/MCM5/MCM6/MCM7/MCM9/MORC2/MORC3/MYH3/NUBP1/PSMC3/PSMC4/PSMC5/RAD50/RAD54L2/RUVBL1/RUVBL2/SMC1A/SMCHD1/SMPDL3A/SNRNP200/SPAST/SPG7/SUPV3L1/TRAP1/VPS4A/VPS4B/XRCC6,87
MF,GO:0016755,aminoacyltransferase activity,100/2412,427/14323,0.234192037470726,1.39068513793251,3.68818162184726,0.000248502415769806,0.0190104348063902,0.0171335876136024,ANAPC11/ARIH2/ASB1/ATG3/BCOR/BIRC6/BTRC/CBLB/CNOT4/CUL3/CUL9/DDB2/DTX1/FBXL5/FBXO10/FBXO21/FBXO30/FBXW8/HECTD3/HECW2/HERC1/IRF2BP1/KCTD10/LONRF1/MDM4/MED1/MED27/MED30/MED31/MYCBP2/NEURL4/NFX1/PCGF3/PELI1/PELI3/PIAS3/PJA2/PPIL2/PRPF19/RC3H1/RFWD3/RING1/RNF103/RNF11/RNF111/RNF113A/RNF114/RNF115/RNF121/RNF126/RNF13/RNF139/RNF141/RNF145/RNF146/RNF216/RNF220/RNF25/RNF26/RNF43/RNF5/RNFT1/RPGR/SIAH1/STUB1/TMEM129/TOPORS/TRAF2/TRAF3/TRAF3IP2/TRIM14/TRIM23/TRIM24/TRIM26/TRIM28/TRIM3/TRIM4/TRIM44/TRIM62/TRIM65/TRIM68/UBA3/UBE2D1/UBE2D3/UBE2G1/UBE2G2/UBE2I/UBE2K/UBE2L3/UBE2W/UBE2Z/UBE3B/UBE3C/UBL4A/UBR3/VPS11/WDR24/ZFP91/ZMIZ2/ZNRF2,100
CC,GO:1904949,ATPase complex,33/2418,118/14434,0.279661016949153,1.66940741052277,3.27527046427391,0.00150690462364529,0.019619307256872,0.0155822335695829,ARID1B/ATP6V1D/BAZ1A/BAZ1B/BCL7B/BRD7/BRD9/CDK2AP2/CHD3/CHRAC1/DMAP1/EP400/HDAC1/HMGXB4/ING3/INO80/INO80E/MBD3/MTA2/MYBBP1A/NFRKB/RB1/RUVBL1/RUVBL2/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/TFPT/TRRAP/VPS4A/VPS4B,33
BP,GO:0061014,positive regulation of mRNA catabolic process,29/2342,88/13904,0.329545454545455,1.95644748078565,4.05081608326209,0.000162479311766395,0.0196668777628462,0.0184293692107981,ALKBH5/CELF1/CNOT1/CNOT4/CPEB3/DCP1B/DCP2/DCPS/DHX9/DIS3L2/DND1/ELAVL1/FTO/HNRNPU/KHSRP/PABPC1/PAN2/PAN3/PARN/POLR2G/QKI/RC3H1/ROCK1/TNRC6A/TNRC6B/YTHDF1/YTHDF2/YTHDF3/ZC3HAV1,29
BP,GO:0006352,DNA-templated transcription initiation,49/2342,176/13904,0.278409090909091,1.65286080273271,3.92287543119891,0.000164232799689739,0.0196668777628462,0.0184293692107981,APOBEC3C/APOBEC3F/ARID1B/BRD7/CDK4/CDK9/E2F3/ERCC2/ERCC3/GTF2B/GTF3C1/GTF3C5/MAZ/MED1/MED19/MED24/MED26/MED27/MED29/MED30/MED31/MED9/MEN1/NAT14/NFKBIZ/NOC2L/OGG1/PAAF1/POLR2G/POLRMT/PPM1D/PWWP2A/RBM14/SMARCA4/SMARCB1/SMARCD1/SPHK2/TAF13/TAF1C/TAF3/TAF6/TAF7/TET2/THRA/TP53/UBTF/VPS72/WDR5/ZMPSTE24,49
BP,GO:1902115,regulation of organelle assembly,55/2342,204/13904,0.269607843137255,1.6006095008456,3.88936070610938,0.000170585919134843,0.0200107727181036,0.0187516250958752,ABI3/ABL1/ALMS1/ARHGEF5/ARHGEF9/ATG3/C9orf72/CDK10/CDK5RAP2/CEP97/CHMP1B/CHMP2B/CHMP5/CNOT1/CNTROB/CRIPT/CROCC/DYNC1H1/EHMT2/EML3/EZR/GPSM2/HNRNPU/HSF1/HTT/KAT2A/LPAR1/LRRK2/MAP4/MTM1/MTOR/NF2/NUMA1/NUP62/ODF2/PAN2/PAN3/PIP4K2B/PTPRS/RAB11FIP3/RAB3GAP1/RAB5A/RABEP2/RBM14/RNF5/SENP6/SMAD4/SNX18/SNX30/SYNE2/TCHP/TESK1/TPR/VPS11/VPS4B,55
BP,GO:0000956,nuclear-transcribed mRNA catabolic process,32/2342,101/13904,0.316831683168317,1.88096828470208,3.99912925412581,0.000175871726219205,0.0200445075675161,0.0187832372308867,CNOT1/CNOT4/CPEB3/DCP1B/DCP2/DCPS/DHX9/DIS3L2/EDC3/EDC4/EIF4A3/ETF1/EXOSC10/EXOSC5/HNRNPAB/HNRNPU/LSM4/NBAS/PABPC1/PAN2/PAN3/PARN/POLR2G/RC3H1/RNPS1/SECISBP2/SMG6/TESK1/THRAP3/TNRC6A/TNRC6B/UPF2,32
BP,GO:0000209,protein polyubiquitination,63/2342,242/13904,0.260330578512397,1.54553217917864,3.85302777802208,0.000177847927269193,0.0200445075675161,0.0187832372308867,ANAPC11/ANAPC13/ANAPC16/ANAPC2/ANAPC5/ANAPC7/ARIH2/ARRDC4/BLMH/BTRC/CDC16/CUL1/CUL3/CUL4B/DDB2/FBXO38/HDAC6/IRF2BP1/KBTBD7/MYCBP2/NBN/NMI/PELI1/PELI3/PPIL2/PRPF19/RC3H1/RIPK2/RNF111/RNF114/RNF115/RNF126/RNF146/RNF216/RNF25/RNF26/RNF5/RUSC1/STUB1/TCF25/THOP1/TMEM129/TOPORS/TRAF2/TRAF3IP2/TRIM26/TRIM3/TRIM44/TRIM62/TRIM65/UBE2D1/UBE2D3/UBE2G1/UBE2G2/UBE2K/UBE2L3/UBE2W/UBE3B/UBE3C/WDR24/WDR77/ZFP91/ZNRF2,63
BP,GO:0030490,maturation of SSU-rRNA,18/2342,45/13904,0.4,2.37472245943638,4.15706257364929,0.000189728004371345,0.0209722417139709,0.0196525951086674,BMS1/BYSL/DHX37/ERCC2/HEATR1/IMP4/KRI1/NAT10/NOB1/NOL10/NOP14/PWP2/RPS28/TSR1/TSR2/UTP20/UTP23/WDR46,18
BP,GO:0050852,T cell receptor signaling pathway,39/2342,132/13904,0.295454545454545,1.75405636208369,3.9176306729953,0.000195770953844924,0.0212319140132193,0.0198959279210423,ABL1/ADA/BTN2A1/BTN3A1/BTN3A2/BTN3A3/BTRC/CACNB4/CARD11/CBLB/CD247/CD3E/CD81/EIF2B1/EIF2B2/EIF2B4/EIF2B5/EZR/FOXP3/FYN/HLA-A/HLA-DPB1/HLA-DRB1/HRAS/IKBKB/LIPA/MAPK1/NFKBIZ/PDE4B/PHPT1/PIK3CA/PLCG1/RC3H1/RFTN1/RIPK2/SLA2/SPPL3/STOML2/ZAP70,39
BP,GO:0000725,recombinational repair,43/2342,150/13904,0.286666666666667,1.70188442926274,3.88980608884274,0.000199941374243322,0.0212826485027891,0.0199434700195532,ABL1/ACTR2/CSNK2A1/DMAP1/EP400/FUS/HUS1/ING3/INO80/KDM1A/MCM3/MCM5/MCM6/MCM7/MCM9/MUS81/NBN/PARP1/PELI1/POGZ/PPP4R2/PRMT1/RAD21/RAD50/RFWD3/RMI1/RNF126/RPA1/RUVBL1/RUVBL2/SAMHD1/SENP3/SFPQ/SMCHD1/TIMELESS/TOPBP1/TRRAP/UBQLN4/VPS72/WRAP53/XRCC3/XRCC6/ZFYVE26,43
BP,GO:0006261,DNA-templated DNA replication,40/2342,137/13904,0.291970802919708,1.73337405798276,3.88237422437847,0.000215369847801272,0.0219878010777813,0.0206042519347703,BAZ1A/CDK9/CHRAC1/CHTF18/CHTF8/CIZ1/DACH1/DDX11/EME2/ENDOG/HMGA1/INO80/MCM3/MCM5/MCM6/MCM7/MCM9/MUS81/NBN/PARP1/POLA1/POLA2/POLB/POLD1/POLD2/POLD4/POLE/POLG/POLRMT/RAD50/RFWD3/RPA1/RRM2B/SAMHD1/SMARCAL1/TERF2/TIMELESS/TOPBP1/WDR18/ZMPSTE24,40
BP,GO:0006695,cholesterol biosynthetic process,20/2342,53/13904,0.377358490566038,2.24030420701545,4.07152223807672,0.000218041868725389,0.0219878010777813,0.0206042519347703,ACLY/C7orf50/DHCR24/EBP/FDFT1/FDPS/HMGCR/HSD17B7/IDI1/LBR/LIPA/LSS/MAPK1/MBTPS1/MVD/NSDHL/PMVK/QKI/SREBF2/TM7SF2,20
BP,GO:1902653,secondary alcohol biosynthetic process,20/2342,53/13904,0.377358490566038,2.24030420701545,4.07152223807672,0.000218041868725389,0.0219878010777813,0.0206042519347703,ACLY/C7orf50/DHCR24/EBP/FDFT1/FDPS/HMGCR/HSD17B7/IDI1/LBR/LIPA/LSS/MAPK1/MBTPS1/MVD/NSDHL/PMVK/QKI/SREBF2/TM7SF2,20
CC,GO:0071011,precatalytic spliceosome,17/2418,49/14434,0.346938775510204,2.07101500649888,3.36872187844675,0.0017738159366038,0.0226502650366331,0.0179895098023988,EFTUD2/IK/LSM2/LSM4/PRPF3/PRPF31/PRPF4/PRPF6/PRPF8/RNF113A/SF3A2/SF3A3/SF3B3/SNRNP200/SNRPB/SRRM2/WBP4,17
CC,GO:0140534,endoplasmic reticulum protein-containing complex,27/2418,92/14434,0.293478260869565,1.75188801380947,3.24540357650075,0.00182340904843221,0.0228442190218677,0.0181435537887693,B2M/CALR/DDOST/EXT2/FAF1/FAF2/FAM8A1/GANAB/GPAA1/HLA-A/HYOU1/MLEC/NBAS/P4HB/PDIA3/PDIA6/PIGC/PIGU/PPIB/RNF139/RPN2/RYR1/SEL1L/SREBF2/STT3A/TRAF2/UBXN1,27
BP,GO:0006354,DNA-templated transcription elongation,34/2342,111/13904,0.306306306306306,1.81848116263146,3.89647625567098,0.000231955194873448,0.0229875596574583,0.0215411022171948,ADRM1/BTBD18/CCNT2/CDK13/CDK9/EAPP/ELP4/ERCC2/ERCC3/HNRNPU/INTS1/INTS12/INTS4/INTS5/INTS6/INTS9/MED1/MED19/MED24/MED26/MED27/MED29/MED30/MED31/MED9/PARP1/PWWP2A/PWWP2B/SART3/SUPT16H/SUPT5H/TCEA2/WDR82/ZC3H4,34
CC,GO:0000118,histone deacetylase complex,24/2418,79/14434,0.30379746835443,1.81348745170713,3.25229026868359,0.00191539856372197,0.0235523082650257,0.0187059391895654,ARID4A/ARID4B/CDK2AP2/CHD3/CSNK2A1/DMAP1/EP400/HDAC1/HDAC6/ING1/ING2/ING3/KDM3A/MBD3/MTA2/NCOR1/RUVBL1/RUVBL2/SAP18/SAP30/SIN3A/SUDS3/TRRAP/ZNF217,24
MF,GO:0004518,nuclease activity,46/2412,167/14323,0.275449101796407,1.63567889097427,3.71828027487827,0.000332490694151904,0.0237398355624459,0.0213960678271786,ANKZF1/CNOT1/CPSF3/DCP2/DCPS/DICER1/DIS3L2/DNASE1/ELAC2/EME2/ENDOG/ERI3/EXOSC10/EXOSC5/LAS1L/MUS81/NOB1/NTHL1/OGG1/PAN2/PAN3/PARN/PLD4/POLD1/POLE/POLG/POLRMT/RAD50/RAD9A/REXO4/RNASE4/RNASEH2A/RNASEL/RPP30/SAMHD1/SLFN12/SLFN13/SMG6/SND1/TATDN2/TATDN3/TDP2/TOE1/TSNAX/XRCC3/ZC3H12C,46
MF,GO:0003730,mRNA 3'-UTR binding,30/2412,96/14323,0.3125,1.85569548092869,3.78542427902904,0.000359743510137602,0.0240803312098357,0.0217029472892224,ANGEL1/CCT5/CELF1/CIRBP/CPEB2/CPEB3/CPEB4/CPSF1/DND1/ELAVL1/FMR1/FUS/GEMIN5/HNRNPA0/HNRNPU/KHSRP/LARP1/PABPC1/PARN/PCBP4/QKI/RBM4/RBMS1/RC3H1/RNPS1/SECISBP2/TAF15/TP53/TUT1/UTP23,30
CC,GO:0098791,Golgi apparatus subcompartment,73/2418,316/14434,0.231012658227848,1.37900608306897,3.05583307534487,0.00204185433517024,0.0246507505191462,0.0195783544865128,AFTPH/AP4B1/APH1A/APP/ARFIP1/ARFIP2/ARL5B/ATG9B/ATP8B1/ATP8B4/B3GALT6/B4GALT7/BCAP31/BICD1/BIRC6/CD74/CLTA/CLVS1/COG1/COG2/COG4/COG7/CSGALNACT1/CSGALNACT2/FAM91A1/FLNA/FUT4/GAL3ST2/GALNT3/GGA1/GGA2/GOLGA3/GOLGA5/GOLGA7/HLA-A/HLA-DPA1/HLA-DPB1/HLA-DRB1/LAMP2/LPCAT2/LRRK2/M6PR/MBTPS1/MS4A6A/NAGPA/NECAB3/OSBP/PCSK7/PLD4/PLOD3/RAB11FIP3/RAB21/RAB8A/RGP1/SCAMP3/SGMS1/SLC11A2/SLC39A9/SNX9/ST3GAL1/TBC1D23/TGOLN2/TJAP1/TMBIM4/TMEM59/TMEM87A/TRAPPC6A/TRAPPC6B/VAMP7/VCPIP1/VPS52/YIPF4/ZDHHC14,73
CC,GO:0000502,proteasome complex,19/2418,58/14434,0.327586206896552,1.95549185704914,3.27075827787152,0.00211256934158062,0.0248722233838688,0.0197542547801495,ADRM1/HSPB1/PAAF1/PSMA5/PSMB2/PSMB5/PSMB6/PSMB7/PSMC3/PSMC4/PSMC5/PSMD1/PSMD11/PSMD2/PSMD3/PSMD7/PSMD8/UBE3C/UBQLN4,19
CC,GO:0031902,late endosome membrane,37/2418,139/14434,0.266187050359712,1.58897596562948,3.12996432401972,0.00213511556156705,0.0248722233838688,0.0197542547801495,ABCA3/ANXA2/ANXA6/ATP13A2/B2M/CHMP1B/CHMP2B/CHMP5/CLCN4/GOSR2/HLA-DMA/HLA-DPA1/HLA-DPB1/HLA-DRB1/LAMP1/LAMP2/OSBPL11/OSBPL9/RNF13/SLC11A2/SLC9A9/SNX16/SPPL2A/STARD3NL/TMEM30A/TMEM59/VAC14/VAMP7/VOPP1/VPS11/VPS33A/VPS33B/VPS37A/VPS4A/VPS4B/WDR81/ZMPSTE24,37
CC,GO:0022624,proteasome accessory complex,10/2418,23/14434,0.434782608695652,2.59538965008811,3.43486856487797,0.00235845197174187,0.0265425781226542,0.0210808998723046,ADRM1/PSMC3/PSMC4/PSMC5/PSMD1/PSMD11/PSMD2/PSMD3/PSMD7/PSMD8,10
CC,GO:0030894,replisome,10/2418,23/14434,0.434782608695652,2.59538965008811,3.43486856487797,0.00235845197174187,0.0265425781226542,0.0210808998723046,CDC5L/MCM3/POLA1/POLA2/POLD1/POLD2/POLD4/PRPF19/RPA1/SMARCAL1,10
MF,GO:0042393,histone binding,55/2412,211/14323,0.260663507109005,1.54787869499265,3.60784383160748,0.000427511119657873,0.026933200538446,0.0242741607880043,APBB1/BAZ1B/BRD2/BRD7/BRD9/CBX6/CHD1/CHD3/CXXC1/DAXX/FH/FMR1/GRWD1/HINFP/ING1/ING2/ING3/INO80/IPO9/JAK2/L3MBTL2/MCM3AP/MLLT6/MORC3/MSL3/NBN/NCAPD2/NOC2L/PHC1/PHF1/PHF19/PIH1D1/PRMT7/PWP1/PWWP2A/PYGO2/RRP8/SAMD11/SART3/SCMH1/SFMBT1/SMARCA4/SMARCC1/SMARCC2/SPHK2/SPTY2D1/SSRP1/TAF7/TRIM24/TSPYL2/VPS72/WDR5/WRAP53/YEATS2/ZNF689,55
CC,GO:0120293,dynein axonemal particle,6/2418,10/14434,0.6,3.58163771712159,3.66335439647999,0.00249599914114009,0.0275236375112709,0.0218600862288312,HSP90AB1/RUVBL1/RUVBL2/SPAG1/STIP1/WDR18,6
CC,GO:0000922,spindle pole,38/2418,145/14434,0.262068965517241,1.56439348563931,3.06401981555735,0.00252852694004145,0.0275236375112709,0.0218600862288312,AAAS/ALMS1/ARHGEF7/BIRC6/CALM1/CDC25B/CDK5RAP2/CKAP5/CUL3/DCTN4/DDX11/EMD/GPSM2/HNRNPU/HSF1/IK/LATS2/MAD1L1/MAPKBP1/MAPRE1/NEK7/NIN/NUMA1/NUP62/ODF2/POC1B/PPP2CA/RAD21/RASSF1/SMC1A/SPAST/TMEM201/TOPBP1/TOPORS/TUBGCP6/VPS4A/VPS4B/YPEL5,38
BP,GO:0000724,double-strand break repair via homologous recombination,42/2342,148/13904,0.283783783783784,1.68476931243797,3.76929638342532,0.000299076640400091,0.0285597081008438,0.0267626316434124,ABL1/ACTR2/CSNK2A1/DMAP1/EP400/FUS/HUS1/ING3/INO80/KDM1A/MCM3/MCM5/MCM6/MCM7/MCM9/MUS81/NBN/PARP1/PELI1/POGZ/PPP4R2/PRMT1/RAD21/RAD50/RFWD3/RMI1/RNF126/RPA1/RUVBL1/RUVBL2/SAMHD1/SENP3/SFPQ/SMCHD1/TIMELESS/TOPBP1/TRRAP/UBQLN4/VPS72/WRAP53/XRCC3/ZFYVE26,42
BP,GO:0090169,regulation of spindle assembly,12/2342,25/13904,0.48,2.84966695132366,4.16596558203248,0.000302328155783132,0.0285597081008438,0.0267626316434124,CEP97/CHMP1B/CHMP2B/CHMP5/DYNC1H1/EML3/GPSM2/HNRNPU/NUMA1/SENP6/TPR/VPS4B,12
BP,GO:1905168,positive regulation of double-strand break repair via homologous recombination,16/2342,39/13904,0.41025641025641,2.43561277890911,4.04055391632259,0.00030308667260812,0.0285597081008438,0.0267626316434124,ACTR2/DMAP1/EP400/FUS/ING3/NBN/PARP1/PELI1/PRMT1/RNF126/RUVBL1/RUVBL2/TIMELESS/TRRAP/VPS72/WRAP53,16
CC,GO:1905348,endonuclease complex,11/2418,27/14434,0.407407407407407,2.43197622767515,3.34085330569435,0.00269613784765121,0.0288747666264581,0.0229331928976784,DHX9/DICER1/EME2/HSD17B10/LAS1L/MUS81/RPP30/TARBP2/TSEN54/TSNAX/WDR18,11
BP,GO:0009303,rRNA transcription,14/2342,32/13904,0.4375,2.59735269000854,4.07134111280274,0.000323890577855249,0.0300277909921285,0.0281383376381207,DDX11/ERCC2/GTF3C1/GTF3C2/GTF3C5/MTOR/NCL/PIH1D1/POLR1B/PWP1/SMARCA4/SMARCB1/TCOF1/TP53,14
BP,GO:0006368,transcription elongation by RNA polymerase II,31/2342,100/13904,0.31,1.84040990606319,3.79594500477947,0.000339809637350837,0.0306159806850436,0.0286895163837981,ADRM1/BTBD18/CCNT2/CDK13/CDK9/EAPP/ELP4/ERCC3/HNRNPU/INTS1/INTS12/INTS4/INTS5/INTS6/INTS9/MED1/MED19/MED24/MED26/MED27/MED29/MED30/MED31/MED9/PARP1/PWWP2A/PWWP2B/SART3/SUPT16H/SUPT5H/TCEA2,31
BP,GO:0061157,mRNA destabilization,27/2342,83/13904,0.325301204819277,1.93125019291513,3.82971902854177,0.000341378985729704,0.0306159806850436,0.0286895163837981,ALKBH5/CELF1/CNOT1/CNOT4/CPEB3/DCP1B/DCP2/DCPS/DHX9/DIS3L2/DND1/ELAVL1/FTO/HNRNPU/KHSRP/PABPC1/PAN2/PAN3/PARN/POLR2G/RC3H1/ROCK1/TNRC6A/TNRC6B/YTHDF1/YTHDF2/YTHDF3,27
BP,GO:0006260,DNA replication,61/2342,238/13904,0.256302521008403,1.52161838262205,3.65301859367454,0.000350591124492284,0.0306159806850436,0.0286895163837981,ANKRD17/BAZ1A/CDK9/CHRAC1/CHTF18/CHTF8/CIZ1/DACH1/DDX11/DHX9/EHMT2/EME2/ENDOG/FAF1/GRWD1/HMGA1/INO80/INO80E/KIN/MCM3/MCM5/MCM6/MCM7/MCM9/MUS81/NBN/NFRKB/PARP1/POLA1/POLA2/POLB/POLD1/POLD2/POLD4/POLE/POLG/POLH/POLRMT/RAD50/RBMS1/RFWD3/RMI1/RNASEH2A/RPA1/RRM2B/RUVBL1/RUVBL2/SAMHD1/SIN3A/SMARCAL1/SSRP1/SUPT16H/TBRG1/TERF2/TFPT/TIMELESS/TOPBP1/TP53/TSPYL2/WDR18/ZMPSTE24,61
BP,GO:0009896,positive regulation of catabolic process,112/2342,492/13904,0.227642276422764,1.35146806634591,3.57234073063669,0.000351540488032859,0.0306159806850436,0.0286895163837981,ADAM9/AGTPBP1/ALKBH5/APC/APP/ASB9/BCAP31/C9orf72/CBLB/CCDC22/CD81/CDC37/CDK5RAP3/CELF1/CNOT1/CNOT4/CPEB3/CSNK1E/CSNK2A1/CUL4B/DCP1B/DCP2/DCPS/DDB1/DEPDC5/DET1/DHX9/DIS3L2/DND1/DVL1/ELAVL1/ENDOG/EZR/FAF1/FBXL5/FBXW8/FMR1/FTO/GGA1/HIF1A/HNRNPU/HSF1/HSPBP1/HTT/KHSRP/LARP1/LPCAT1/LRRK2/MLST8/MTDH/MTOR/NFE2L2/NOD1/NPRL2/ORMDL3/OSBPL7/PABPC1/PAN2/PAN3/PARN/PIP4K2B/POLR2G/PPARA/PPP2R3A/PSMC3/PSMC4/PSMC5/PTEN/PTPN1/QKI/RAB3GAP1/RB1CC1/RC3H1/RHBDD1/RIPK2/RNF139/RNFT1/ROCK1/RPTOR/SGSM3/SLC25A5/SNX18/SNX30/SNX9/SPTLC1/STUB1/SUPT5H/SUPV3L1/TBK1/TMEM59/TNRC6A/TNRC6B/TP53INP1/TPCN1/TRIM23/TRIM65/TRIM68/UBR3/USP20/USP5/VGLL4/VIP/VPS11/VPS13D/VPS35/WDR24/WFS1/YTHDF1/YTHDF2/YTHDF3/ZBTB20/ZC3HAV1,112
CC,GO:0042575,DNA polymerase complex,9/2418,20/14434,0.45,2.68622828784119,3.3850540212887,0.00292588012599634,0.0308378476771677,0.0244923298767613,CHRAC1/MCM3/POLA1/POLA2/POLD1/POLD2/POLD4/POLE/POLG,9
BP,GO:0071824,protein-DNA complex organization,45/2342,163/13904,0.276073619631902,1.63899556249443,3.6932924551811,0.0003644607150315,0.0312674655224039,0.0293000075226424,BAZ1A/BRD2/CENPO/CENPT/CENPW/CHD1/CHRAC1/DAXX/GRWD1/GTF2B/HMBOX1/HMGA1/HMGB2/MCM3AP/MED1/MED19/MED24/MED26/MED27/MED29/MED30/MED31/MED9/NFKBIZ/POGZ/RB1/SART3/SENP6/SMARCA4/SMARCB1/SMARCC1/SMARCC2/SMARCD1/SPTY2D1/SSRP1/SUPT16H/TAF13/TAF1C/TAF3/TAF6/TAF7/THRA/TP53/TSPYL2/UBTF,45
CC,GO:0001772,immunological synapse,15/2418,43/14434,0.348837209302326,2.08234750995441,3.18846722980781,0.00305053921728915,0.0316493443793749,0.0251368445372017,ALCAM/ATP2B1/CARD11/CD37/CD3E/CD81/EZR/HLA-DRB1/NPTN/PRKAR1A/SCRIB/STOML2/STX7/VAV3/ZAP70,15
BP,GO:1901137,carbohydrate derivative biosynthetic process,113/2342,498/13904,0.226907630522088,1.34710661604574,3.55025199161233,0.000377326387682173,0.0318951775940754,0.0298882217611405,ADA/ADCY3/AK2/AKR1A1/ALG3/ALG8/ANGPT1/APRT/ATIC/B3GALT6/B3GAT3/B3GNT2/B3GNT5/B4GALT7/C1GALT1C1/CAD/CERK/CHST14/COG7/CSGALNACT1/CSGALNACT2/DCTD/DCXR/DDOST/DHDDS/DNAJC30/DOLK/DOLPP1/DPAGT1/DPY19L3/DSE/DTYMK/EDEM3/ENO1/ENTPD5/EXT2/FPGT/FUT4/GAL3ST2/GALNT10/GALNT3/GALNT6/GALNT7/GK/GMPPA/GNE/GPI/HAS3/HEXA/IMPDH2/LIPA/MAN1A1/MAN1B1/MLEC/MOGS/MPI/MTHFD1/NAGPA/NDUFA10/NDUFA11/NDUFA3/NDUFA9/NDUFB10/NDUFB3/NDUFB9/NDUFS7/NDUFV1/NECAB1/NECAB3/PAPSS2/PARP1/PFAS/PGAP3/PGM2/PIGB/PIGC/PIGL/PIGO/PIGU/PIGX/PLOD3/POFUT1/POMT1/POMT2/PPARA/PRPSAP1/RAMP1/RPN2/RRM2B/SCCPDH/SDHA/SDHC/SDHD/SLC25A13/SLC35C1/SLC35C2/SLC35D2/SPHK2/ST3GAL1/ST3GAL6/ST6GALNAC3/ST6GALNAC6/ST8SIA4/STOML2/STT3A/TCF7L2/TET2/TM9SF2/TMEM59/TMTC1/TMTC2/TPI1/XYLT2,113
BP,GO:0043122,regulation of canonical NF-kappaB signal transduction,67/2342,268/13904,0.25,1.48420153714774,3.60231170119223,0.000394589158664296,0.0328709925217735,0.0308026350096903,ABL1/ANGPT1/ANKRD17/APOL3/AZI2/BTRC/CAPN3/CARD11/CARD16/CARD8/CASP1/CASP10/CCDC22/CD36/CD4/CD74/CHUK/CLEC4D/CLEC7A/CUL1/CXXC5/FLNA/GSTP1/HDAC1/HLA-DRB1/HSPB1/IKBKB/IKBKE/IRAK1/IRAK3/IRF3/JMJD8/LGALS1/LIMS1/LPAR1/LTA/MAP2K5/MAPKBP1/MIER1/MTDH/NOD1/NUP62/OTUD7B/PARP1/PELI1/PPM1B/PPP5C/RHOC/RIPK2/S100A12/SPHK2/TAB2/TAB3/TANK/TBK1/TLR4/TRADD/TRAF2/TRAF3/TRAF3IP2/TRIM62/TRIM68/USP20/VEGFA/ZC3HAV1/ZDHHC17/ZFAND6,67
CC,GO:0090734,site of DNA damage,28/2418,100/14434,0.28,1.67143093465674,3.02234571841688,0.00323772782324376,0.033074634994367,0.0262688524606498,ACTR2/ACTR3/ARPC3/DDB1/DDB2/FH/HUS1/IFFO1/NBN/PARP1/PARP3/PELI1/PHF1/POLH/PRPF19/RAD50/RFWD3/RPA1/SAMHD1/SMARCAL1/SMCHD1/STK38/TIMELESS/TOPBP1/TP53/UBQLN4/WRAP53/ZBTB7A,28
MF,GO:0016741,"transferase activity, transferring one-carbon groups",41/2412,148/14323,0.277027027027027,1.64504896687733,3.54959155139181,0.000600538039239755,0.0332224135821153,0.0299424573736299,AMT/ASH1L/ATIC/CAD/COMT/DNMT1/DOT1L/EHMT1/EHMT2/FTSJ3/GAMT/HEMK1/HNMT/ICMT/LCMT1/METTL13/METTL2B/METTL9/MGMT/MTFMT/NOP2/NSUN3/NSUN5P1/PCMTD1/PEMT/PRDM10/PRDM15/PRMT1/PRMT7/RRP8/SETD1A/SETD4/SETD7/SHMT2/SMYD5/SUV39H1/TGS1/TRMT1/TRMT2A/TRMT2B/WDR5,41
MF,GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,33/2412,112/14323,0.294642857142857,1.74965573916134,3.58405723056726,0.000616915139150204,0.0332224135821153,0.0299424573736299,ASH1L/COMT/DNMT1/DOT1L/EHMT1/EHMT2/FTSJ3/GAMT/HEMK1/HNMT/ICMT/LCMT1/METTL13/METTL2B/METTL9/NOP2/NSUN3/NSUN5P1/PCMTD1/PEMT/PRMT1/PRMT7/RRP8/SETD1A/SETD4/SETD7/SMYD5/SUV39H1/TGS1/TRMT1/TRMT2A/TRMT2B/WDR5,33
