gene,module,GS_RA,kME_own,is_disease_module
ABCC12,grey,-0.155,0.083,FALSE
ABCC13,black,0.041,0.766,FALSE
ABCC2,yellow,0.263,0.606,TRUE
ABCC3,magenta,-0.254,0.709,FALSE
ABCC4,grey,0.077,-0.043,FALSE
ABCC5,red,0.111,0.336,FALSE
ABCC6P1,grey,0.079,0.434,FALSE
ABCC8,grey,0.03,-0.148,FALSE
ABCC9,grey,0.024,0.303,FALSE
ABCD1,blue,-0.105,0.634,FALSE
ABCD2,turquoise,0.23,0.765,FALSE
ABCD3,turquoise,0.319,0.89,FALSE
ABCD4,grey,-0.254,-0.036,FALSE
ABCE1,turquoise,0.287,0.916,FALSE
ABCF1,brown,-0.581,0.865,TRUE
ABCF2,brown,-0.255,0.549,TRUE
ABCF3,brown,-0.443,0.78,TRUE
ABCG1,blue,0.025,0.466,FALSE
ABCG2,black,0.106,0.619,FALSE
ABCG4,grey,0.046,-0.026,FALSE
ABCG5,grey,0.045,0.129,FALSE
ABCG8,grey,0.021,-0.065,FALSE
ABHD1,grey,-0.037,0.086,FALSE
ABHD10,turquoise,0.31,0.866,FALSE
ABHD11,blue,-0.28,0.555,FALSE
ABHD12,brown,-0.381,0.557,TRUE
ABHD13,yellow,0.53,0.845,TRUE
ABHD14B,brown,-0.402,0.8,TRUE
ABHD15,brown,-0.286,0.488,TRUE
ABHD2,blue,-0.334,0.808,FALSE
ABHD3,yellow,0.472,0.876,TRUE
ABHD4,blue,-0.032,0.812,FALSE
ABHD5,red,0.306,0.835,FALSE
ABHD6,grey,-0.103,-0.262,FALSE
ABHD8,blue,-0.073,0.352,FALSE
ABI1,yellow,0.415,0.782,TRUE
ABI2,green,-0.257,0.727,FALSE
ABI3,brown,-0.311,0.647,TRUE
ABI3BP,grey,-0.121,-0.038,FALSE
ABL1,brown,-0.38,0.571,TRUE
ABL2,brown,-0.271,0.521,TRUE
ABLIM1,green,-0.397,0.802,FALSE
ABLIM2,grey,-0.221,0.023,FALSE
ABLIM3,magenta,-0.194,0.899,FALSE
ABO,blue,-0.015,0.298,FALSE
ABR,blue,-0.304,0.849,FALSE
ABRA,grey,-0.029,-0.18,FALSE
ABT1,turquoise,0.136,0.42,FALSE
ABTB1,blue,0.024,0.716,FALSE
ABTB2,blue,-0.047,0.377,FALSE
ACAA1,blue,-0.118,0.598,FALSE
ACAA2,grey,-0.059,-0.133,FALSE
ACACA,brown,-0.475,0.679,TRUE
ACACB,brown,-0.285,0.538,TRUE
ACAD10,blue,-0.037,0.532,FALSE
ACAD8,grey,0.091,0.174,FALSE
ACAD9,brown,-0.436,0.632,TRUE
ACADL,grey,0.042,0.359,FALSE
ACADM,turquoise,0.308,0.931,FALSE
ACADS,brown,-0.206,0.347,TRUE
ACADSB,turquoise,0.328,0.905,FALSE
ACADVL,blue,-0.355,0.577,FALSE
ACAN,grey,0.002,0.116,FALSE
ACAP1,brown,-0.377,0.671,TRUE
ACAP2,yellow,0.391,0.854,TRUE
ACAP3,blue,-0.273,0.456,FALSE
ACAT1,turquoise,0.306,0.741,FALSE
ACAT2,green,-0.168,0.508,FALSE
ACBD3,turquoise,0.409,0.777,FALSE
ACBD4,grey,-0.252,0.053,FALSE
ACBD5,turquoise,0.368,0.725,FALSE
ACBD6,brown,-0.169,0.375,TRUE
ACCS,grey,-0.237,0.02,FALSE
ACD,blue,-0.39,0.615,FALSE
ACE,grey,0.138,0.196,FALSE
ACE2,grey,0.018,0.242,FALSE
ACER1,grey,-0.113,-0.148,FALSE
ACER2,grey,0.076,-0.071,FALSE
ACER3,grey,-0.05,-0.27,FALSE
ACHE,blue,-0.257,0.309,FALSE
ACIN1,blue,-0.136,0.538,FALSE
ACLY,brown,-0.471,0.729,TRUE
ACMSD,grey,0.031,-0.043,FALSE
ACO1,blue,-0.218,0.386,FALSE
ACO2,brown,-0.442,0.736,TRUE
ACOT11,tan,-0.099,0.594,FALSE
ACOT12,blue,-0.146,0.306,FALSE
ACOT13,yellow,0.487,0.579,TRUE
ACOT4,greenyellow,-0.046,0.471,FALSE
ACOT6,grey,0.065,0.145,FALSE
ACOT7,brown,-0.233,0.544,TRUE
ACOT8,blue,-0.145,0.552,FALSE
ACOT9,pink,0.023,0.737,FALSE
ACOX1,blue,-0.001,0.674,FALSE
ACOX2,blue,0.112,0.285,FALSE
ACOX3,grey,-0.182,-0.139,FALSE
ACOXL,grey,-0.036,-0.217,FALSE
ACP1,turquoise,0.153,0.635,FALSE
ACP2,blue,-0.195,0.409,FALSE
ACP5,grey,0.064,-0.214,FALSE
ACP6,grey,0.034,0.106,FALSE
ACPP,red,0.107,0.679,FALSE
ACPT,blue,-0.201,0.459,FALSE
ACRBP,magenta,-0.224,0.893,FALSE
ACRC,turquoise,0.113,0.307,FALSE
ACRV1,grey,-0.01,0.211,FALSE
ACSBG1,magenta,-0.057,0.728,FALSE
ACSBG2,grey,0.103,-0.12,FALSE
ACSF2,brown,-0.217,0.389,TRUE
ACSF3,brown,-0.265,0.488,TRUE
ACSL1,red,0.235,0.853,FALSE
ACSL3,yellow,0.473,0.797,TRUE
ACSL4,yellow,0.476,0.88,TRUE
ACSL5,brown,-0.231,0.429,TRUE
ACSL6,black,0.062,0.325,FALSE
ACSM1,grey,0.037,-0.044,FALSE
ACSM2A,grey,-0.138,-0.141,FALSE
ACSM3,turquoise,0.286,0.662,FALSE
ACSM5,grey,-0.089,0.179,FALSE
ACSS1,brown,-0.477,0.774,TRUE
ACSS2,blue,-0.161,0.826,FALSE
ACSS3,grey,0.093,0.372,FALSE
ACTA1,grey,-0.274,-0.18,FALSE
ACTA2,blue,-0.01,0.437,FALSE
ACTB,blue,-0.329,0.689,FALSE
ACTC1,grey,0.186,0.255,FALSE
ACTG2,grey,-0.088,-0.115,FALSE
ACTL6A,turquoise,0.057,0.703,FALSE
ACTL6B,grey,-0.109,-0.026,FALSE
ACTL7A,grey,-0.233,-0.104,FALSE
ACTL7B,grey,-0.119,-0.107,FALSE
ACTL8,blue,-0.039,0.392,FALSE
ACTL9,grey,-0.011,-0.144,FALSE
ACTN1,blue,-0.261,0.884,FALSE
ACTN2,grey,-0.14,0.475,FALSE
ACTN3,grey,0.023,0.11,FALSE
ACTN4,blue,-0.416,0.875,FALSE
ACTR10,yellow,0.555,0.785,TRUE
ACTR1A,blue,-0.357,0.766,FALSE
ACTR1B,brown,-0.228,0.481,TRUE
ACTR2,yellow,0.205,0.614,TRUE
ACTR3,yellow,0.201,0.516,TRUE
ACTR3C,grey,0.126,0.119,FALSE
ACTR5,green,-0.28,0.552,FALSE
ACTR6,turquoise,0.475,0.919,FALSE
ACTR8,grey,-0.047,0.268,FALSE
ACTRT2,grey,0.018,-0.038,FALSE
ACVR1,grey,0.011,0.051,FALSE
ACVR1B,blue,-0.051,0.653,FALSE
ACVR1C,turquoise,0.176,0.503,FALSE
ACVR2A,turquoise,0.134,0.491,FALSE
ACVR2B,turquoise,0.044,0.529,FALSE
ACVRL1,grey,-0.072,0.024,FALSE
ACY1,brown,-0.258,0.422,TRUE
ACY3,grey,-0.079,-0.274,FALSE
ACYP1,turquoise,0.045,0.708,FALSE
ADA,brown,-0.223,0.52,TRUE
ADAD1,grey,0.096,0.272,FALSE
ADAD2,grey,-0.083,-0.174,FALSE
ADAL,grey,-0.025,-0.026,FALSE
ADAM10,yellow,0.43,0.78,TRUE
ADAM11,grey,-0.08,-0.024,FALSE
ADAM12,grey,-0.25,-0.107,FALSE
ADAM15,blue,-0.177,0.515,FALSE
ADAM17,red,0.13,0.348,FALSE
ADAM18,grey,0.142,0.106,FALSE
ADAM19,blue,0.022,0.643,FALSE
ADAM2,grey,-0.031,0.361,FALSE
ADAM20,grey,-0.186,-0.074,FALSE
ADAM21,grey,0.078,0.179,FALSE
ADAM22,grey,-0.021,0.039,FALSE
ADAM23,grey,-0.169,-0.146,FALSE
ADAM28,purple,0.035,0.466,FALSE
ADAM30,grey,-0.061,0.286,FALSE
ADAM32,grey,0.01,0.16,FALSE
ADAM33,blue,-0.241,0.373,FALSE
ADAM3A,grey,0.105,0.441,FALSE
ADAM7,grey,-0.002,0.209,FALSE
ADAM8,blue,-0.016,0.624,FALSE
ADAM9,yellow,0.441,0.846,TRUE
ADAMDEC1,grey,0.046,0.42,FALSE
ADAMTS1,turquoise,0.217,0.311,FALSE
ADAMTS10,grey,0.092,-0.218,FALSE
ADAMTS12,grey,0.032,0.123,FALSE
ADAMTS13,grey,-0.239,-0.079,FALSE
ADAMTS14,grey,-0.007,-0.065,FALSE
ADAMTS15,grey,-0.113,-0.078,FALSE
ADAMTS16,grey,-0.054,0.243,FALSE
ADAMTS17,green,-0.134,0.383,FALSE
ADAMTS18,grey,0.089,-0.003,FALSE
ADAMTS19,grey,0.118,0.245,FALSE
ADAMTS2,blue,-0.068,0.339,FALSE
ADAMTS20,grey,-0.029,0.175,FALSE
ADAMTS3,grey,0.106,0.166,FALSE
ADAMTS4,grey,0,0.088,FALSE
ADAMTS5,grey,0.068,0.056,FALSE
ADAMTS6,grey,-0.03,0.127,FALSE
ADAMTS7,blue,-0.178,0.286,FALSE
ADAMTS8,grey,-0.124,-0.037,FALSE
ADAMTS9,grey,-0.069,0.108,FALSE
ADAMTSL1,grey,0.09,0.39,FALSE
ADAMTSL2,grey,0.009,-0.051,FALSE
ADAMTSL3,grey,-0.017,0.198,FALSE
ADAMTSL4,blue,-0.087,0.474,FALSE
ADAMTSL5,grey,-0.108,-0.035,FALSE
ADAP1,blue,0.035,0.518,FALSE
ADAP2,blue,-0.15,0.504,FALSE
ADAR,pink,-0.157,0.7,FALSE
ADARB1,green,-0.475,0.74,FALSE
ADARB2,grey,0.087,0.076,FALSE
ADAT1,blue,-0.361,0.607,FALSE
ADAT2,turquoise,0.149,0.512,FALSE
ADAT3,brown,-0.129,0.343,TRUE
ADCK1,brown,-0.149,0.368,TRUE
ADCK2,brown,-0.217,0.551,TRUE
ADCK5,grey,0.036,-0.158,FALSE
ADCY1,grey,-0.07,0.197,FALSE
ADCY10,grey,-0.062,0.097,FALSE
ADCY2,blue,0.017,0.365,FALSE
ADCY3,brown,-0.194,0.39,TRUE
ADCY4,blue,0.074,0.482,FALSE
ADCY5,grey,-0.135,0.056,FALSE
ADCY6,grey,-0.068,0.017,FALSE
ADCY7,turquoise,-0.005,0.473,FALSE
ADCY8,grey,-0.083,-0.156,FALSE
ADCY9,greenyellow,-0.229,0.436,FALSE
ADCYAP1,grey,-0.106,0.115,FALSE
ADCYAP1R1,grey,0.08,0.071,FALSE
ADD1,brown,-0.493,0.798,TRUE
ADD2,grey,-0.175,-0.146,FALSE
ADD3,turquoise,0.322,0.916,FALSE
ADH1A,grey,0.041,0.014,FALSE
ADH1B,grey,0.027,0.368,FALSE
ADH1C,grey,-0.021,0.175,FALSE
ADH4,grey,-0.106,0.048,FALSE
ADH5,turquoise,0.094,0.719,FALSE
ADH6,grey,-0.024,0.183,FALSE
ADH7,grey,-0.001,-0.22,FALSE
ADHFE1,grey,-0.056,0.109,FALSE
ADI1,brown,-0.266,0.335,TRUE
ADIG,blue,-0.177,0.289,FALSE
ADIPOQ,grey,0.062,0.058,FALSE
ADIPOR1,black,-0.2,0.928,FALSE
ADIPOR2,blue,-0.37,0.666,FALSE
ADK,grey,-0.087,-0.226,FALSE
ADM,red,0.223,0.686,FALSE
ADM2,grey,-0.102,0.05,FALSE
ADNP,turquoise,0,0.533,FALSE
ADNP2,grey,-0.119,0.108,FALSE
ADO,grey,-0.13,-0.447,FALSE
ADORA1,grey,-0.096,-0.05,FALSE
ADORA2B,grey,0.031,-0.144,FALSE
ADORA3,tan,0.02,0.819,FALSE
ADPGK,grey,0.187,0.07,FALSE
ADPRH,blue,0.009,0.393,FALSE
ADPRHL1,blue,-0.038,0.322,FALSE
ADPRHL2,blue,-0.172,0.619,FALSE
ADRA1A,grey,-0.006,0.239,FALSE
ADRA1B,grey,-0.057,-0.281,FALSE
ADRA1D,grey,-0.055,-0.114,FALSE
ADRA2A,grey,-0.133,-0.014,FALSE
ADRA2B,grey,0.01,0.05,FALSE
ADRA2C,grey,-0.175,0.015,FALSE
ADRB1,grey,0.028,-0.052,FALSE
ADRB2,turquoise,-0.108,0.304,FALSE
ADRB3,grey,-0.009,0.023,FALSE
ADRM1,brown,-0.469,0.791,TRUE
ADSL,green,-0.121,0.747,FALSE
ADSS,turquoise,0.209,0.362,FALSE
ADSSL1,grey,-0.087,0.031,FALSE
AEBP1,brown,-0.307,0.458,TRUE
AEBP2,turquoise,0.078,0.547,FALSE
AEN,green,-0.06,0.45,FALSE
AES,green,-0.358,0.774,FALSE
AFAP1,grey,-0.059,0.031,FALSE
AFAP1L1,grey,-0.163,-0.055,FALSE
AFAP1L2,grey,-0.13,-0.003,FALSE
AFF1,pink,0.163,0.566,FALSE
AFF2,grey,0.002,0.155,FALSE
AFF3,purple,-0.372,0.906,FALSE
AFF4,turquoise,0.146,0.538,FALSE
AFG3L2,brown,-0.275,0.446,TRUE
AFM,grey,0.058,0.277,FALSE
AFMID,blue,-0.088,0.354,FALSE
AFP,grey,-0.114,0.163,FALSE
AFTPH,yellow,0.28,0.689,TRUE
AGA,grey,-0.053,-0.073,FALSE
AGAP1,greenyellow,-0.131,0.666,FALSE
AGAP11,grey,0.054,-0.233,FALSE
AGAP2,blue,-0.312,0.643,FALSE
AGAP3,blue,-0.306,0.513,FALSE
AGAP4,grey,-0.096,0.201,FALSE
AGBL1,grey,-0.111,-0.08,FALSE
AGBL2,turquoise,-0.036,0.355,FALSE
AGBL3,grey,-0.155,-0.028,FALSE
AGBL4,grey,0.127,0.046,FALSE
AGBL5,grey,-0.066,-0.067,FALSE
AGER,blue,-0.248,0.559,FALSE
AGFG1,yellow,0.403,0.652,TRUE
AGFG2,brown,-0.417,0.733,TRUE
AGGF1,turquoise,0.414,0.838,FALSE
AGK,turquoise,0.049,0.408,FALSE
AGL,turquoise,0.416,0.922,FALSE
AGMAT,green,-0.233,0.617,FALSE
AGPAT1,blue,-0.228,0.755,FALSE
AGPAT2,blue,0.095,0.585,FALSE
AGPAT3,blue,-0.18,0.507,FALSE
AGPAT4,turquoise,0.234,0.302,FALSE
AGPAT5,turquoise,0.151,0.774,FALSE
AGPS,turquoise,0.258,0.45,FALSE
AGR2,grey,0.126,0.268,FALSE
AGR3,grey,0.08,0.293,FALSE
AGRN,pink,-0.172,0.628,FALSE
AGRP,grey,0.028,-0.256,FALSE
AGT,grey,-0.028,0.044,FALSE
AGTPBP1,yellow,0.395,0.746,TRUE
AGTR1,grey,0.14,0.198,FALSE
AGTR2,grey,0.052,0.156,FALSE
AGTRAP,blue,0.039,0.728,FALSE
AGXT,grey,-0.06,0.14,FALSE
AGXT2,grey,-0.073,0.067,FALSE
AHCTF1,yellow,0.263,0.672,TRUE
AHCY,brown,-0.247,0.451,TRUE
AHCYL1,blue,-0.51,0.728,FALSE
AHCYL2,brown,-0.343,0.62,TRUE
AHDC1,grey,0.11,-0.269,FALSE
AHI1,turquoise,0.194,0.733,FALSE
AHNAK,brown,-0.295,0.454,TRUE
AHNAK2,grey,-0.146,-0.142,FALSE
AHR,turquoise,0.163,0.341,FALSE
AHRR,grey,0.033,0.114,FALSE
AHSA1,brown,-0.338,0.596,TRUE
AHSA2,turquoise,0.022,0.495,FALSE
AHSG,grey,0.044,-0.16,FALSE
AHSP,black,0.02,0.792,FALSE
AICDA,grey,0.105,0.147,FALSE
AIDA,turquoise,0.132,0.635,FALSE
AIF1,yellow,0.243,0.459,TRUE
AIF1L,grey,0.019,0.049,FALSE
AIFM1,brown,-0.272,0.599,TRUE
AIFM2,brown,-0.29,0.408,TRUE
AIFM3,grey,0.023,-0.038,FALSE
AIG1,red,0.163,0.344,FALSE
AIM1,brown,-0.266,0.534,TRUE
AIM1L,grey,0.133,-0.243,FALSE
AIM2,pink,0.27,0.607,FALSE
AIMP1,turquoise,0.264,0.853,FALSE
AIMP2,brown,-0.474,0.68,TRUE
AIP,brown,-0.398,0.703,TRUE
AIPL1,blue,-0.02,0.28,FALSE
AIRE,grey,0,-0.239,FALSE
AJAP1,grey,0.008,0.136,FALSE
AK1,black,-0.255,0.631,FALSE
AK2,brown,-0.342,0.567,TRUE
AK3,turquoise,0.103,0.694,FALSE
AK5,green,0.004,0.49,FALSE
AK7,grey,-0.036,0.434,FALSE
AKAP1,green,-0.245,0.663,FALSE
AKAP10,grey,0.057,0.152,FALSE
AKAP11,turquoise,0.263,0.89,FALSE
AKAP12,grey,0.159,0.167,FALSE
AKAP13,blue,-0.366,0.825,FALSE
AKAP14,turquoise,0.111,0.297,FALSE
AKAP3,grey,-0.087,-0.096,FALSE
AKAP4,grey,0.115,0.028,FALSE
AKAP5,turquoise,0.24,0.531,FALSE
AKAP6,grey,0.036,-0.018,FALSE
AKAP7,turquoise,0.382,0.841,FALSE
AKAP8,green,-0.323,0.453,FALSE
AKAP8L,blue,-0.396,0.481,FALSE
AKAP9,turquoise,-0.014,0.466,FALSE
AKIRIN1,red,0.218,0.362,FALSE
AKIRIN2,blue,0.06,0.616,FALSE
AKNA,blue,-0.468,0.745,FALSE
AKNAD1,grey,-0.131,-0.012,FALSE
AKR1A1,brown,-0.35,0.51,TRUE
AKR1B1,brown,-0.311,0.697,TRUE
AKR1B10,grey,-0.053,0.118,FALSE
AKR1C1,grey,0.106,0.096,FALSE
AKR1C3,turquoise,0.491,0.504,FALSE
AKR1C4,grey,-0.027,0.029,FALSE
AKR1D1,grey,-0.008,0.123,FALSE
AKR1E2,grey,0.055,0.084,FALSE
AKR7A2,brown,-0.402,0.717,TRUE
AKR7A3,grey,-0.025,0.035,FALSE
AKT1,blue,-0.181,0.803,FALSE
AKT1S1,black,-0.126,0.776,FALSE
AKT2,blue,-0.524,0.681,FALSE
AKT3,green,-0.23,0.63,FALSE
AKTIP,turquoise,0.065,0.557,FALSE
ALAD,brown,-0.323,0.452,TRUE
ALAS1,blue,-0.25,0.788,FALSE
ALAS2,black,-0.104,0.83,FALSE
ALB,grey,-0.03,-0.045,FALSE
ALCAM,yellow,0.348,0.773,TRUE
ALDH16A1,brown,-0.428,0.691,TRUE
ALDH18A1,brown,-0.398,0.627,TRUE
ALDH1A1,blue,-0.211,0.463,FALSE
ALDH1A2,grey,-0.045,0.09,FALSE
ALDH1A3,grey,0.108,0.009,FALSE
ALDH1B1,grey,-0.016,-0.013,FALSE
ALDH1L1,grey,-0.213,-0.033,FALSE
ALDH1L2,grey,-0.097,0.01,FALSE
ALDH2,blue,-0.126,0.656,FALSE
ALDH3A1,grey,-0.016,-0.034,FALSE
ALDH3A2,grey,-0.211,-0.157,FALSE
ALDH3B1,blue,-0.134,0.757,FALSE
ALDH3B2,grey,-0.293,-0.014,FALSE
ALDH4A1,blue,-0.115,0.402,FALSE
ALDH5A1,black,-0.123,0.612,FALSE
ALDH6A1,brown,-0.226,0.412,TRUE
ALDH7A1,grey,-0.076,0.119,FALSE
ALDH8A1,grey,0.082,-0.21,FALSE
ALDH9A1,blue,-0.433,0.689,FALSE
ALDOA,blue,-0.294,0.878,FALSE
ALDOAP2,grey,-0.041,0.53,FALSE
ALDOB,grey,-0.044,0.116,FALSE
ALDOC,blue,-0.389,0.586,FALSE
ALG1,green,-0.126,0.437,FALSE
ALG12,grey,0.008,-0.114,FALSE
ALG13,turquoise,0.191,0.839,FALSE
ALG14,turquoise,0.296,0.569,FALSE
ALG2,turquoise,-0.005,0.601,FALSE
ALG3,brown,-0.365,0.735,TRUE
ALG5,turquoise,0.25,0.769,FALSE
ALG6,turquoise,0.499,0.831,FALSE
ALG8,brown,-0.317,0.617,TRUE
ALG9,green,-0.206,0.63,FALSE
ALK,brown,-0.135,0.308,TRUE
ALKBH1,grey,-0.003,-0.05,FALSE
ALKBH2,grey,-0.025,-0.426,FALSE
ALKBH3,turquoise,0.07,0.371,FALSE
ALKBH4,blue,-0.181,0.388,FALSE
ALKBH5,brown,-0.476,0.824,TRUE
ALKBH6,brown,-0.308,0.557,TRUE
ALKBH7,grey,-0.048,-0.187,FALSE
ALKBH8,turquoise,0.142,0.675,FALSE
ALLC,grey,0.112,0.098,FALSE
ALMS1,brown,-0.459,0.705,TRUE
ALOX12,magenta,-0.228,0.886,FALSE
ALOX12B,brown,-0.068,0.353,TRUE
ALOX15,tan,-0.105,0.869,FALSE
ALOX15B,grey,-0.186,-0.058,FALSE
ALOX5,blue,-0.076,0.747,FALSE
ALOX5AP,blue,0.135,0.626,FALSE
ALOXE3,grey,0.022,-0.012,FALSE
ALPI,grey,-0.047,0.029,FALSE
ALPK1,red,0.073,0.848,FALSE
ALPK2,grey,-0.004,-0.028,FALSE
ALPK3,red,0.015,0.333,FALSE
ALPL,red,-0.041,0.716,FALSE
ALPP,grey,0.082,0.031,FALSE
ALPPL2,grey,-0.149,0.174,FALSE
ALS2,yellow,0.209,0.386,TRUE
ALS2CL,brown,-0.23,0.374,TRUE
ALS2CR11,green,-0.054,0.315,FALSE
ALS2CR12,black,-0.079,0.446,FALSE
ALX1,grey,-0.098,0.141,FALSE
ALX3,grey,-0.077,-0.062,FALSE
ALX4,brown,-0.202,0.316,TRUE
AMACR,grey,-0.04,-0.168,FALSE
AMBN,grey,-0.018,0.048,FALSE
AMBP,grey,-0.133,-0.059,FALSE
AMBRA1,blue,-0.335,0.555,FALSE
AMD1,yellow,0.409,0.816,TRUE
AMDHD1,turquoise,0.147,0.452,FALSE
AMELX,grey,-0.005,-0.026,FALSE
AMELY,grey,-0.086,-0.004,FALSE
AMFR,black,-0.046,0.56,FALSE
AMHR2,grey,0.017,-0.091,FALSE
AMIGO1,green,-0.164,0.533,FALSE
AMIGO2,turquoise,0.136,0.821,FALSE
AMMECR1,turquoise,-0.052,0.404,FALSE
AMMECR1L,grey,-0.002,-0.157,FALSE
AMN,blue,-0.082,0.322,FALSE
AMN1,yellow,0.494,0.846,TRUE
AMOT,grey,-0.144,-0.149,FALSE
AMOTL1,grey,-0.128,-0.016,FALSE
AMOTL2,grey,-0.111,-0.223,FALSE
AMPD1,grey,-0.031,0.145,FALSE
AMPD2,blue,-0.295,0.655,FALSE
AMPD3,red,0.061,0.452,FALSE
AMPH,grey,0.161,-0.042,FALSE
AMT,brown,-0.468,0.689,TRUE
AMZ1,grey,-0.088,0.086,FALSE
AMZ2,brown,-0.257,0.4,TRUE
ANAPC10,turquoise,0.388,0.888,FALSE
ANAPC11,brown,-0.132,0.439,TRUE
ANAPC13,yellow,0.29,0.494,TRUE
ANAPC16,brown,-0.273,0.428,TRUE
ANAPC2,brown,-0.291,0.467,TRUE
ANAPC4,turquoise,0.116,0.67,FALSE
ANAPC5,brown,-0.51,0.888,TRUE
ANAPC7,brown,-0.48,0.758,TRUE
ANG,red,0.21,0.363,FALSE
ANGEL1,brown,-0.382,0.533,TRUE
ANGEL2,turquoise,0.253,0.873,FALSE
ANGPT1,yellow,0.262,0.424,TRUE
ANGPT2,grey,-0.027,0.018,FALSE
ANGPT4,grey,0.07,0.182,FALSE
ANGPTL1,purple,-0.216,0.456,FALSE
ANGPTL2,grey,-0.171,0.038,FALSE
ANGPTL3,grey,0.053,0.259,FALSE
ANGPTL4,grey,-0.237,0.039,FALSE
ANGPTL6,brown,-0.14,0.347,TRUE
ANGPTL7,brown,-0.146,0.317,TRUE
ANK1,black,-0.216,0.914,FALSE
ANK2,grey,0.009,-0.099,FALSE
ANK3,green,-0.041,0.48,FALSE
ANKAR,grey,0.218,0.203,FALSE
ANKDD1A,grey,0.295,0.329,FALSE
ANKFN1,grey,-0.059,0.236,FALSE
ANKFY1,blue,-0.29,0.567,FALSE
ANKH,brown,-0.35,0.514,TRUE
ANKHD1,blue,-0.328,0.636,FALSE
ANKIB1,turquoise,0.172,0.625,FALSE
ANKLE1,grey,-0.197,0.005,FALSE
ANKLE2,grey,0.103,0.059,FALSE
ANKMY1,brown,-0.321,0.383,TRUE
ANKMY2,turquoise,0.309,0.829,FALSE
ANKRA2,turquoise,0.444,0.856,FALSE
ANKRD1,grey,-0.079,0.301,FALSE
ANKRD10,turquoise,0.217,0.774,FALSE
ANKRD11,blue,-0.144,0.416,FALSE
ANKRD12,turquoise,0.351,0.641,FALSE
ANKRD13A,blue,0.003,0.518,FALSE
ANKRD13B,brown,-0.079,0.305,TRUE
ANKRD13C,turquoise,0.372,0.934,FALSE
ANKRD13D,blue,-0.119,0.617,FALSE
ANKRD16,green,-0.095,0.331,FALSE
ANKRD17,brown,-0.329,0.401,TRUE
ANKRD18A,grey,-0.116,-0.084,FALSE
ANKRD2,blue,-0.147,0.31,FALSE
ANKRD22,pink,0.265,0.675,FALSE
ANKRD24,grey,-0.205,-0.148,FALSE
ANKRD26,turquoise,0.161,0.568,FALSE
ANKRD27,grey,-0.122,-0.24,FALSE
ANKRD28,turquoise,0.31,0.603,FALSE
ANKRD29,grey,0.133,0.119,FALSE
ANKRD30A,grey,-0.021,0.078,FALSE
ANKRD30B,grey,0.043,-0.143,FALSE
ANKRD33,grey,-0.076,0.186,FALSE
ANKRD34A,brown,-0.16,0.328,TRUE
ANKRD34C,grey,0.097,0.274,FALSE
ANKRD35,grey,0.02,0.051,FALSE
ANKRD36,green,-0.202,0.449,FALSE
ANKRD36B,grey,-0.187,0.103,FALSE
ANKRD37,turquoise,0.19,0.553,FALSE
ANKRD39,grey,-0.13,-0.379,FALSE
ANKRD40,brown,-0.26,0.519,TRUE
ANKRD42,turquoise,0.248,0.483,FALSE
ANKRD44,blue,-0.251,0.562,FALSE
ANKRD45,grey,-0.18,0.049,FALSE
ANKRD46,turquoise,0.379,0.921,FALSE
ANKRD49,turquoise,0.471,0.905,FALSE
ANKRD50,yellow,0.341,0.674,TRUE
ANKRD52,blue,-0.224,0.54,FALSE
ANKRD53,grey,-0.154,-0.051,FALSE
ANKRD54,brown,-0.174,0.406,TRUE
ANKRD55,grey,0.048,-0.067,FALSE
ANKRD6,yellow,0.344,0.555,TRUE
ANKRD7,grey,0.025,0.398,FALSE
ANKRD9,black,-0.084,0.754,FALSE
ANKS1A,blue,-0.147,0.703,FALSE
ANKS1B,blue,0.071,0.273,FALSE
ANKS3,blue,-0.305,0.314,FALSE
ANKS4B,grey,0.142,-0.042,FALSE
ANKS6,green,-0.369,0.695,FALSE
ANKZF1,brown,-0.428,0.732,TRUE
ANLN,yellow,0.275,0.356,TRUE
ANO1,grey,0.054,0.007,FALSE
ANO10,blue,0.056,0.529,FALSE
ANO2,grey,0.033,-0.073,FALSE
ANO3,grey,0.084,0.217,FALSE
ANO4,grey,0.107,0.217,FALSE
ANO5,grey,0.065,0.064,FALSE
ANO6,magenta,-0.111,0.708,FALSE
ANO7,blue,-0.193,0.297,FALSE
ANO8,brown,-0.245,0.342,TRUE
ANO9,brown,-0.349,0.581,TRUE
ANP32A,blue,-0.174,0.722,FALSE
ANP32B,green,-0.145,0.596,FALSE
ANP32C,grey,0.022,-0.03,FALSE
ANP32D,grey,-0.117,-0.193,FALSE
ANP32E,turquoise,0.327,0.929,FALSE
ANPEP,blue,-0.1,0.782,FALSE
ANTXR1,grey,-0.045,0.334,FALSE
ANTXR2,blue,-0.102,0.652,FALSE
ANXA1,turquoise,0.499,0.763,FALSE
ANXA10,grey,0.097,0.208,FALSE
ANXA11,blue,-0.311,0.837,FALSE
ANXA13,grey,0.013,0.093,FALSE
ANXA2,brown,-0.265,0.532,TRUE
ANXA2P1,grey,0.078,-0.065,FALSE
ANXA2P2,brown,-0.283,0.493,TRUE
ANXA2P3,grey,-0.085,-0.112,FALSE
ANXA3,yellow,0.481,0.741,TRUE
ANXA4,grey,0.071,-0.073,FALSE
ANXA5,blue,-0.257,0.51,FALSE
ANXA6,brown,-0.457,0.852,TRUE
ANXA7,brown,-0.449,0.584,TRUE
